Income,Recency,NumWebVisitsMonth,Complain,age,total_purchases,enrollment_years,family_size
66565.0,80,8,0,59,19,10,2
29298.0,60,5,0,70,4,9,4
47691.0,43,6,0,42,4,9,2
38200.0,19,7,0,51,4,10,4
44989.0,26,6,0,47,16,10,3
38443.0,58,7,0,53,6,8,4
38593.0,42,8,0,43,11,9,2
64413.0,27,5,0,51,12,9,3
36959.0,56,8,0,40,7,9,3
61996.0,27,5,0,44,21,9,3
51287.0,10,7,0,53,11,8,4
13260.0,48,8,0,51,10,9,4
47472.0,39,5,0,55,8,9,4
54603.0,85,7,0,65,16,9,4
45207.0,64,6,0,47,15,10,4
40689.0,69,8,0,70,20,9,3
47821.0,54,8,0,54,5,9,4
27450.0,57,7,0,70,7,9,2
39453.0,64,6,0,38,7,8,3
26850.0,10,4,0,50,11,8,4
79800.0,65,3,0,66,22,10,1
61794.0,74,2,0,60,20,9,3
53863.0,4,7,0,66,18,8,3
24221.0,94,4,0,62,6,9,2
39684.0,41,7,1,37,7,10,2
92163.0,25,2,0,46,21,10,2
69882.0,94,1,0,56,20,9,1
33178.0,9,4,0,44,5,8,3
59973.0,47,1,0,49,15,9,2
17459.0,12,7,0,46,9,9,3
23910.0,80,7,0,52,6,10,2
42169.0,20,8,0,52,6,9,4
26224.0,39,6,0,43,9,9,3
31089.0,57,8,0,40,10,10,3
30081.0,27,7,0,60,5,9,2
62807.0,83,5,0,61,23,10,3
72906.0,79,1,0,66,17,9,1
61467.0,69,5,0,73,20,10,4
49618.0,77,7,0,55,11,9,4
21888.0,15,10,0,35,12,10,2
42429.0,99,5,0,48,7,8,2
26150.0,61,7,0,65,5,9,4
30801.0,23,7,0,46,6,10,3
81168.0,84,3,0,56,18,8,2
26877.0,74,6,0,52,12,9,1
45006.0,90,3,0,77,12,9,1
18978.0,41,8,0,48,5,10,3
22574.0,28,7,0,54,7,9,5
48240.0,73,5,0,52,25,10,1
45837.0,88,7,0,47,18,9,4
35791.0,94,8,0,56,6,9,4
162397.0,31,1,0,45,1,9,4
54162.0,31,4,0,43,5,9,3
30522.0,6,2,0,61,17,10,3
54456.0,23,6,0,60,17,9,3
31632.0,92,7,0,50,6,9,1
72298.0,52,1,0,72,14,8,1
36975.0,50,7,0,43,5,9,2
72635.0,54,3,0,66,21,9,2
13624.0,93,6,0,45,7,9,3
84196.0,56,3,0,46,20,9,2
70971.0,28,7,0,61,34,10,3
34487.0,94,9,0,44,9,10,3
28769.0,76,9,0,44,12,10,2
69084.0,43,8,0,51,25,9,3
65488.0,46,1,0,63,14,8,2
62466.0,13,4,0,51,26,8,3
32218.0,27,7,0,61,7,8,1
83917.0,12,3,0,48,21,9,1
46102.0,3,7,0,59,4,8,4
84574.0,72,5,0,69,32,9,1
56181.0,6,4,0,59,14,9,3
63120.0,53,7,0,71,26,10,2
73691.0,58,2,0,50,18,9,3
63381.0,78,2,0,61,26,10,3
76140.0,57,2,0,73,21,8,2
62859.0,37,6,0,62,23,10,2
45906.0,20,5,0,57,15,9,2
77632.0,73,2,0,74,13,9,2
46463.0,56,6,0,50,17,9,4
105471.0,36,3,0,51,30,9,2
55282.0,9,4,0,51,11,9,2
78710.0,42,4,0,44,28,8,3
66886.0,28,5,0,63,17,9,3
98777.0,23,1,0,61,19,8,1
29103.0,38,9,0,36,6,10,3
67445.0,63,6,0,47,32,10,3
50616.0,71,2,0,71,7,8,3
49431.0,9,8,0,66,15,10,2
153924.0,81,0,0,46,0,8,1
61278.0,87,6,0,68,10,8,3
26490.0,92,6,0,63,11,10,2
73059.0,36,4,0,74,26,9,3
46734.0,86,6,0,55,12,9,4
56253.0,83,6,0,58,22,10,3
19986.0,74,7,0,36,4,9,3
58330.0,87,4,0,46,24,9,2
25965.0,29,8,0,41,6,10,2
14661.0,88,6,0,65,5,9,2
18690.0,77,8,0,62,5,10,2
45068.0,25,7,0,47,4,9,3
21063.0,34,6,0,34,7,9,2
29187.0,43,8,0,53,5,9,3
54690.0,76,3,0,50,12,9,4
59304.0,81,5,0,57,28,9,3
59247.0,87,6,0,59,21,9,3
66731.0,33,3,0,51,17,10,2
77353.0,38,4,0,41,20,9,3
52614.0,63,8,0,46,16,10,2
26751.0,26,8,0,47,4,8,4
81300.0,17,5,0,58,21,10,3
70337.0,75,1,0,42,17,8,1
36145.0,13,9,0,36,12,9,3
65295.0,19,2,0,41,20,9,1
68118.0,51,6,0,58,23,9,2
68743.0,81,7,0,54,30,10,1
41039.0,32,8,0,39,15,9,2
38946.0,84,5,0,66,12,9,3
65777.0,87,1,0,54,17,9,2
66476.0,99,4,0,45,20,9,2
86857.0,96,2,0,49,22,10,1
160803.0,21,0,0,39,44,10,2
77845.0,40,1,0,32,21,8,2
69476.0,3,2,0,52,15,9,2
50611.0,98,6,0,61,22,10,2
61209.0,73,2,0,51,13,9,1
42315.0,90,3,0,63,12,9,3
13084.0,29,6,0,69,5,9,2
47570.0,3,7,0,72,9,9,3
61923.0,94,3,0,60,8,9,4
34824.0,65,6,0,26,4,8,1
26518.0,33,8,0,72,8,9,3
45938.0,46,6,0,60,20,9,1
78468.0,29,4,0,61,28,8,2
78901.0,99,4,0,48,20,9,2
71427.0,26,4,0,43,20,8,4
71022.0,30,8,0,43,21,8,2
90247.0,27,1,0,33,15,8,1
41335.0,24,7,0,53,12,9,2
71952.0,93,4,0,35,22,9,3
35682.0,34,2,0,51,6,8,2
43185.0,88,8,0,70,20,9,2
66375.0,96,7,0,73,14,9,3
35178.0,10,7,0,50,5,9,3
25252.0,26,8,0,35,4,9,3
55250.0,49,5,0,56,26,10,2
33249.0,11,6,0,46,8,9,2
58398.0,44,4,0,68,20,9,2
50272.0,75,7,0,39,13,9,3
76618.0,64,1,0,46,11,10,2
87305.0,19,2,0,61,17,10,1
25851.0,45,7,0,43,7,9,3
58710.0,77,6,0,51,31,9,2
45160.0,9,7,0,63,4,8,3
74806.0,1,4,0,56,16,10,3
59111.0,90,7,0,67,21,9,2
18988.0,43,7,0,37,6,8,3
72190.0,79,3,0,56,16,9,2
7500.0,19,9,0,45,12,10,3
44794.0,99,6,0,55,6,8,3
80395.0,62,2,0,66,24,9,2
75012.0,41,1,0,45,23,8,1
56962.0,60,7,0,56,21,9,5
89891.0,17,4,0,30,26,9,2
35946.0,24,5,0,72,4,9,3
53593.0,60,8,0,68,23,10,4
66373.0,57,3,0,43,23,9,4
45072.0,74,8,0,73,16,9,4
89694.0,22,5,0,48,14,9,3
72025.0,46,2,0,72,26,8,2
67432.0,69,4,0,48,19,9,3
70545.0,29,2,0,69,13,8,3
17487.0,37,7,0,32,4,9,3
62882.0,26,4,0,52,20,10,3
64108.0,8,5,0,68,30,9,2
34941.0,26,8,0,65,8,9,4
48767.0,79,5,0,71,9,8,4
38702.0,71,6,0,43,9,9,3
82224.0,83,3,0,57,21,8,2
83844.0,57,1,0,69,20,9,2
17003.0,37,5,0,46,9,9,3
71163.0,30,1,0,26,24,8,1
33697.0,34,7,0,51,4,9,2
63564.0,0,6,0,67,28,8,2
83443.0,89,2,0,49,22,9,2
51518.0,92,3,0,63,17,9,3
58330.0,87,4,0,46,24,9,2
80952.0,20,8,0,52,25,9,2
75507.0,56,3,0,42,21,8,2
63855.0,28,4,0,43,24,9,2
62220.0,55,6,0,49,23,10,3
58512.0,25,8,0,57,20,9,3
40662.0,0,4,0,42,8,9,3
38829.0,86,5,0,62,8,8,3
35523.0,8,7,0,40,8,9,3
79146.0,33,6,0,54,19,8,3
78285.0,13,3,0,33,21,9,2
31626.0,12,7,0,43,6,9,2
75127.0,92,1,0,69,19,8,1
48726.0,90,6,0,66,12,9,3
74985.0,8,2,0,44,17,10,2
67430.0,6,6,0,34,29,10,2
46891.0,91,4,0,56,8,9,3
62058.0,52,6,0,65,18,9,3
72063.0,3,2,0,42,21,9,3
78939.0,57,3,0,70,20,9,2
42720.0,9,8,0,56,25,9,3
33622.0,22,7,0,49,9,9,4
6835.0,76,20,0,64,1,10,3
41452.0,86,7,0,68,4,9,4
40760.0,64,6,0,56,8,9,2
74250.0,90,1,0,63,18,8,2
51124.0,79,3,0,66,6,9,3
72258.0,28,2,0,50,22,9,2
71466.0,86,1,0,47,19,8,1
36283.0,42,4,0,45,6,8,4
20587.0,39,7,0,51,5,8,2
30467.0,8,7,0,49,4,8,3
31590.0,40,8,0,49,5,9,3
20425.0,5,7,0,35,7,10,3
17144.0,96,7,0,61,12,8,4
42564.0,28,7,0,53,24,9,2
43783.0,22,7,0,43,22,8,3
40780.0,30,9,0,45,17,10,2
62847.0,45,2,0,76,14,9,2
82017.0,58,2,0,64,17,10,2
16813.0,49,7,0,71,6,9,1
51267.0,37,4,0,43,15,9,4
46524.0,70,3,0,60,9,9,2
45183.0,33,7,0,59,13,9,1
70421.0,98,6,0,67,23,8,3
60161.0,17,8,0,56,26,10,2
73926.0,54,3,0,48,24,9,2
19329.0,39,8,0,53,10,9,3
61872.0,81,4,0,51,21,9,3
46984.0,71,5,0,65,5,9,3
34838.0,62,6,0,70,10,9,4
82716.0,8,2,0,77,28,9,1
48192.0,76,8,0,63,25,9,2
49681.0,66,7,0,45,21,9,4
56850.0,83,2,0,50,6,8,3
55267.0,28,3,0,64,17,9,3
59666.0,87,8,0,49,20,9,4
72504.0,43,2,0,49,22,9,2
26872.0,0,6,0,40,5,9,2
21359.0,1,8,0,49,7,9,2
73170.0,1,2,0,46,16,8,1
52750.0,72,4,0,66,27,9,3
91820.0,72,1,0,35,22,9,2
65968.0,12,3,0,51,18,8,3
30772.0,89,6,0,45,4,8,4
22507.0,67,9,0,67,19,10,1
65685.0,54,5,0,49,21,8,3
25804.0,34,8,0,43,7,9,3
76412.0,15,3,0,41,18,9,1
22063.0,43,7,0,49,7,9,3
57091.0,0,5,0,60,18,8,1
22419.0,74,8,0,58,8,9,2
87771.0,61,6,0,62,20,9,3
78353.0,51,8,0,62,24,9,2
93404.0,97,5,0,67,17,9,5
37859.0,75,8,0,59,6,9,4
80995.0,83,4,0,63,22,9,2
16529.0,23,6,0,37,5,8,3
55412.0,65,5,0,45,6,9,3
48789.0,94,6,0,29,18,10,1
56575.0,42,5,0,54,20,9,4
25130.0,10,7,0,41,7,9,3
35441.0,94,8,0,54,6,9,4
71391.0,50,3,0,65,28,9,3
49494.0,46,7,0,49,14,9,2
81702.0,98,3,0,41,27,10,1
45889.0,42,6,0,41,5,9,2
56628.0,30,5,0,44,20,8,2
34026.0,11,5,0,71,9,9,4
40049.0,61,5,0,47,14,10,3
34176.0,12,6,0,33,11,8,2
19419.0,76,9,0,40,11,10,3
82504.0,2,1,0,61,17,9,2
81205.0,43,2,0,51,19,8,2
61618.0,27,3,0,30,19,10,1
55284.0,60,5,0,65,23,10,2
49980.0,79,5,0,58,11,9,2
15072.0,96,5,0,41,11,9,4
49166.0,17,6,0,47,13,9,2
65324.0,0,4,0,67,20,8,3
82347.0,38,3,0,64,25,10,2
30843.0,43,5,0,55,6,8,4
46374.0,1,8,0,47,18,8,3
60474.0,25,7,0,42,31,9,2
38576.0,2,7,0,48,5,8,3
55357.0,66,5,0,36,22,9,4
37758.0,49,8,0,55,6,10,4
85710.0,5,2,0,32,26,9,2
23228.0,71,8,0,52,7,8,3
44602.0,35,8,0,52,17,8,4
7500.0,94,6,0,34,4,9,2
38683.0,80,7,0,32,17,10,3
49514.0,61,7,0,46,13,9,2
57906.0,29,4,0,48,17,9,3
43456.0,0,5,0,55,17,9,2
19485.0,80,7,0,35,4,9,3
53172.0,54,3,0,43,16,9,3
30545.0,71,7,0,42,7,10,3
70123.0,27,3,0,38,17,9,2
62450.0,61,3,0,62,16,8,2
21675.0,55,7,0,45,10,8,3
42395.0,35,7,0,40,12,8,3
61346.0,34,3,0,43,23,9,3
80812.0,95,2,0,68,18,9,2
42835.0,64,6,0,50,23,9,3
39922.0,30,8,0,38,9,9,3
86424.0,12,1,0,65,28,8,1
17117.0,96,9,0,43,11,9,3
24762.0,16,8,0,49,9,8,2
35797.0,16,8,0,46,7,10,3
36627.0,78,5,0,46,4,9,3
51111.0,83,6,0,40,7,8,4
86857.0,96,2,0,49,22,10,1
82072.0,67,1,0,51,19,9,2
46231.0,87,9,0,68,15,10,4
42243.0,34,7,0,62,7,9,4
51195.0,46,8,0,59,24,9,4
68092.0,7,5,0,43,20,9,1
31814.0,73,9,0,48,7,9,3
51390.0,54,5,0,56,18,10,3
76630.0,93,1,0,38,25,8,2
26868.0,52,7,0,30,4,8,2
48948.0,53,6,0,78,24,9,1
55260.0,81,6,0,49,25,10,2
64090.0,8,5,0,65,20,9,3
78331.0,97,4,0,63,25,8,2
37087.0,50,6,0,47,17,9,3
21846.0,38,8,0,35,11,9,2
81320.0,61,2,0,63,18,9,2
54137.0,46,6,0,51,11,9,2
66825.0,73,2,0,54,16,9,2
57100.0,19,3,0,48,13,9,2
58917.0,10,5,0,52,16,9,5
85072.0,94,0,0,44,18,8,1
86429.0,10,2,0,60,18,9,1
45684.0,37,7,0,50,4,9,2
47889.0,94,5,0,47,6,8,3
45921.0,23,4,0,35,10,8,2
78420.0,75,1,0,55,22,9,1
75114.0,40,2,0,29,19,9,2
52278.0,24,8,0,58,31,9,2
35641.0,11,7,0,49,10,9,3
95529.0,29,3,0,27,18,10,1
62820.0,51,1,0,67,14,9,2
73113.0,86,2,0,61,15,9,2
84169.0,9,3,0,39,20,9,2
42607.0,30,3,0,67,14,9,2
74637.0,73,3,0,67,25,9,1
46015.0,25,7,0,66,5,8,4
72354.0,67,1,0,28,19,9,1
39858.0,67,6,0,52,7,9,2
34469.0,58,4,0,73,9,8,4
83033.0,82,5,0,35,26,8,3
24401.0,98,8,0,42,16,10,2
77583.0,93,2,0,43,19,8,2
74116.0,53,2,0,39,19,9,1
74293.0,66,2,0,28,16,8,1
68397.0,6,3,0,45,21,9,3
79632.0,42,2,0,47,20,8,2
46107.0,78,3,0,32,7,8,2
64950.0,29,7,0,70,25,10,2
25443.0,82,8,0,32,5,10,3
75127.0,92,1,0,69,19,8,1
32892.0,78,8,0,50,8,8,3
71796.0,54,4,0,50,17,9,2
67536.0,45,8,0,51,30,9,3
55239.0,59,5,0,50,26,9,2
60554.0,8,6,0,46,23,9,2
64831.0,51,6,0,69,22,9,3
56067.0,51,5,0,59,20,9,3
82025.0,76,1,0,38,12,9,1
94384.0,62,2,0,68,18,9,2
14906.0,86,7,0,35,9,10,1
51563.0,60,8,0,34,19,10,2
57937.0,56,3,0,39,20,8,3
68274.0,83,3,0,42,13,9,3
39771.0,92,4,0,44,6,9,3
67893.0,31,8,0,46,16,10,2
27922.0,80,4,0,42,6,8,3
52190.0,39,5,0,45,9,8,4
44051.0,20,6,0,48,12,9,3
42767.0,53,8,0,50,7,9,3
46106.0,84,6,0,45,5,8,4
16927.0,50,8,0,45,12,9,4
59754.0,96,5,0,56,16,10,3
53700.0,94,5,0,69,22,10,2
59041.0,25,5,0,48,8,8,4
54237.0,48,6,0,64,16,9,2
70647.0,65,2,0,54,26,10,2
52597.0,69,5,0,59,20,8,2
41021.0,12,6,0,52,7,10,3
40233.0,84,6,0,46,13,9,3
50183.0,47,5,0,41,17,8,4
54753.0,87,4,0,62,21,9,3
92955.0,35,2,0,48,23,9,2
33471.0,47,7,0,48,10,10,3
34596.0,48,8,0,47,4,9,3
44010.0,46,9,0,41,24,10,3
84219.0,27,1,0,33,18,8,2
40706.0,37,7,0,53,11,9,5
15716.0,8,8,1,33,10,10,3
59052.0,29,5,0,62,18,9,2
80573.0,85,2,0,50,24,10,2
83715.0,2,0,0,59,24,8,2
82576.0,66,1,0,62,19,10,2
56962.0,60,7,0,56,21,9,5
35704.0,54,4,0,69,9,8,4
53103.0,70,7,0,67,28,9,3
46779.0,55,4,0,61,4,9,3
4861.0,20,14,0,56,0,8,1
33462.0,78,7,0,42,6,9,2
63693.0,63,6,0,43,29,9,2
80763.0,17,3,0,71,23,9,2
65352.0,43,4,0,47,16,9,3
82170.0,13,2,0,43,19,9,2
75759.0,46,5,0,52,26,9,2
79689.0,65,2,0,45,27,9,1
35340.0,1,5,0,65,7,8,3
85683.0,6,1,0,67,17,8,1
24884.0,32,7,0,49,4,10,3
42021.0,34,9,0,40,22,10,3
64449.0,70,4,0,32,24,8,2
64587.0,49,3,0,67,8,8,3
34824.0,65,6,0,26,4,8,1
75437.0,25,6,0,43,23,9,2
26091.0,84,5,0,64,9,8,4
52845.0,7,6,0,48,25,9,3
46086.0,34,4,0,65,16,9,2
78028.0,38,7,0,65,20,10,2
95169.0,1,1,0,34,12,9,1
56337.0,25,8,0,40,22,9,4
22434.0,25,8,0,34,7,9,3
36930.0,50,8,0,67,16,9,3
36130.0,46,4,0,67,21,9,2
65569.0,96,3,0,68,23,10,3
83844.0,57,1,0,69,20,9,2
19514.0,47,8,0,53,10,8,4
36736.0,52,6,0,58,4,9,3
77568.0,30,5,0,42,21,10,3
49187.0,63,2,0,45,8,8,3
30168.0,51,9,0,43,18,9,2
34053.0,14,8,0,53,7,10,3
38196.0,20,5,0,50,9,8,4
59412.0,56,3,0,70,15,8,2
70924.0,41,3,0,56,20,8,2
54165.0,72,2,0,52,11,9,2
32300.0,1,8,0,48,5,9,3
20180.0,27,7,0,45,8,9,1
34961.0,77,7,0,48,10,8,3
28440.0,87,8,0,47,6,9,3
64504.0,81,7,0,68,25,9,5
33564.0,51,5,0,55,6,8,3
17345.0,79,8,0,43,7,10,3
56320.0,11,4,0,54,21,9,3
28647.0,54,7,0,43,7,9,2
15038.0,93,9,0,34,7,9,2
32173.0,0,4,0,63,5,9,2
68316.0,54,6,0,57,32,10,3
74538.0,21,3,0,50,22,9,2
91700.0,58,3,0,50,20,9,1
68695.0,3,2,0,52,16,8,2
31056.0,99,8,0,44,5,9,3
79593.0,70,2,0,48,19,8,2
28071.0,65,8,0,41,13,10,1
37334.0,44,4,0,63,11,8,4
46423.0,6,7,0,49,9,9,3
37126.0,9,6,0,50,6,8,3
47703.0,95,5,0,68,21,9,3
61180.0,70,3,0,62,18,8,3
38998.0,92,8,1,67,8,10,4
8028.0,62,19,0,30,16,10,1
76081.0,85,2,0,59,14,8,2
34728.0,2,6,0,35,5,9,3
33168.0,0,7,0,56,10,10,2
33585.0,91,4,0,55,7,9,3
77037.0,3,3,0,61,27,9,3
35196.0,68,8,0,37,18,10,3
44529.0,98,5,0,55,25,9,3
70924.0,41,3,0,56,20,8,2
28764.0,16,8,0,55,4,8,4
69098.0,82,5,0,72,25,9,2
25959.0,1,6,0,51,7,9,3
27100.0,64,7,0,38,5,9,3
70596.0,68,2,0,36,21,10,1
42557.0,98,8,0,47,15,10,3
53312.0,32,7,0,70,12,9,2
72228.0,87,3,0,69,22,10,1
67605.0,84,1,0,34,17,9,2
62845.0,3,8,0,72,28,10,4
65196.0,34,5,0,63,26,9,4
42000.0,23,5,0,34,20,9,1
35860.0,37,5,0,48,6,8,3
65526.0,22,2,0,57,17,8,3
16860.0,19,7,0,60,8,10,4
83528.0,7,1,0,29,23,8,1
64176.0,52,6,0,56,33,10,2
22304.0,91,8,0,65,4,10,1
67023.0,93,2,1,43,24,8,2
32892.0,78,8,0,50,8,8,3
70713.0,23,3,0,55,25,10,3
59925.0,83,6,0,66,23,10,3
39722.0,92,5,0,68,7,8,3
46610.0,4,6,0,63,14,9,2
88347.0,32,1,0,60,21,9,2
87171.0,27,2,0,40,25,9,2
26907.0,10,7,0,45,6,9,4
50014.0,9,5,0,53,15,8,2
41014.0,65,7,0,43,4,9,3
66294.0,68,2,0,56,13,8,1
36715.0,16,9,0,50,19,10,3
79456.0,12,3,0,65,16,10,2
40479.0,95,4,0,39,4,9,3
75345.0,16,3,0,51,20,9,1
54233.0,46,8,0,44,26,9,3
24163.0,3,4,0,51,6,9,3
84460.0,80,5,0,63,22,9,2
43776.0,77,6,0,38,4,8,3
71691.0,0,2,0,63,17,8,1
85844.0,62,2,0,48,20,8,2
39190.0,91,5,0,47,9,8,2
71367.0,24,2,0,62,17,9,2
38578.0,2,8,0,49,9,9,3
57236.0,22,3,0,56,10,8,4
61825.0,56,4,0,42,15,9,2
79803.0,54,1,0,63,13,8,2
80910.0,71,1,0,35,15,10,1
27590.0,38,7,0,39,4,9,3
56775.0,62,5,0,42,25,9,3
83829.0,78,1,0,46,17,9,1
54210.0,18,5,0,42,14,9,3
38508.0,95,8,0,35,20,9,3
53187.0,66,5,0,51,13,9,3
30023.0,28,8,0,49,6,8,3
76045.0,78,2,0,61,21,9,1
50870.0,13,5,0,69,6,8,3
15315.0,27,5,0,51,8,9,2
65463.0,17,5,0,47,19,8,3
66480.0,71,4,0,56,19,8,4
76773.0,79,1,0,67,16,9,1
81698.0,1,5,0,38,16,9,1
54466.0,78,5,0,48,4,8,3
98777.0,23,1,0,61,19,8,1
16269.0,75,8,0,37,9,9,2
71819.0,70,6,0,50,14,9,3
33569.0,10,8,0,38,5,9,3
36262.0,24,6,0,38,12,9,2
22634.0,47,8,0,55,6,9,2
47025.0,98,9,0,43,23,9,3
